"","y1","y","x1","x2","a1","a2"
"1","0","0.762271485718142","0.471923190924681","0.966076686258327","B","A"
"2","0","-1.42440363677541","0.219781907887795","0.109799196731637","A","B"
"3","0","-5.90394871287956","0.184869087809344","0.181139058367256","B","B"
"4","0","-2.44715651670577","0.536304892587668","0.191561947448635","B","B"
"5","0","5.76251087622614","2.02619011142985","1.08731511973022","A","A"
"6","0","1.5829140489187","0.769804685362874","1.08331229440908","B","A"
"7","0","2.59104032022494","1.43190725344164","0.748652990662523","A","B"
"8","0","2.5878902222039","0.248999994627556","1.46861918950945","A","A"
"9","0","-1.63766973389493","0.609184279359657","0.442709494436845","B","B"
"10","0","0.524546119206922","1.87067893932279","1.03701693472065","B","B"
"11","0","0.40009911381192","0.873813214813371","1.02134496939099","A","B"
"12","0","0.340284922528706","0.747537695404332","0.980149791675831","A","B"
"13","0","0.699814874439386","0.725687329516418","0.588764774156042","A","B"
"14","0","-1.96300089409165","0.374537724871528","0.409349557889766","B","A"
"15","0","-2.88288927819695","0.695807190028308","0.172850830039634","B","A"
"16","0","-2.06547347282835","0.697908392324766","0.592311214075484","B","B"
"17","0","1.02983713873119","0.823014431398421","1.03781579963389","A","B"
"18","0","-0.0148489840007248","0.335501411076102","1.08992253155687","B","A"
"19","0","2.20021185035959","0.77377381119895","0.916343637904637","A","B"
"20","0","-7.58559074468088","0.0781463130861793","0.165395499635906","B","B"
"21","0","-3.33642004928466","0.148620315431866","1.82853080023157","B","B"
"22","0","2.92654156178354","1.65796982270103","1.76669794001816","B","A"
"23","0","4.42358686292413","1.66034762963904","1.78463147752142","B","A"
"24","0","1.31714074869611","0.483280744269238","1.70255902943376","B","A"
"25","0","1.16604220207335","0.502266604293294","1.49377430297766","B","A"
"26","0","2.98687702063656","0.819535230568928","0.853185931429563","A","A"
"27","0","2.33625915042094","0.54267757258234","0.740760745791957","A","A"
"28","0","3.2168630185726","0.424463524579422","1.89370960833236","A","A"
"29","0","0.893687885534214","0.983710231526198","0.653707445822207","B","A"
"30","0","0.0806993029035015","1.69519601513939","0.0085606345644409","B","A"
"31","0","-1.28540581056351","1.25684813766479","0.0671271220020688","B","B"
"32","0","-0.918628938906137","1.67697783144704","0.575279080088788","B","B"
"33","0","-0.913978538402013","0.632565703685638","0.647030028390226","B","B"
"34","0","-1.19957244413435","1.13618323657997","0.152003905475959","A","B"
"35","0","0.732014397628577","0.142395843749509","1.23580875733689","B","A"
"36","0","2.50666855301339","1.8461256525404","1.26428868837842","A","B"
"37","0","-4.66849970839289","0.2646225407036","0.0879173413262225","B","B"
"38","0","-1.90857369535956","0.537555462278201","0.236492804478682","B","B"
"39","0","-2.72744155456106","0.559842224694006","0.520052756035055","B","B"
"40","0","2.95301483129718","0.84835690091315","1.44202190894197","B","A"
"41","0","-0.467218066244439","0.481957970136976","1.37178560533306","B","A"
"42","0","-4.04142031546529","0.210079162613473","0.557429393745638","B","B"
"43","0","4.11895848933911","0.822490321180749","0.591993773845045","A","A"
"44","0","-2.13005138943114","0.874864460648872","0.61293030759991","B","B"
"45","0","-2.45876412246571","0.483812484492668","0.344513447173069","A","B"
"46","0","-0.933726672742706","0.625565215015687","0.799895743119647","A","B"
"47","0","2.95788292512179","0.355206708962268","1.74575761787659","A","A"
"48","0","2.77092905276","1.24264568366455","0.255904083026982","A","A"
"49","0","-1.16870817403803","1.2009941456011","0.161584113945447","A","B"
"50","0","-2.94908241495339","0.448467351418515","0.935727701646118","B","B"
"51","0","-2.34384856954469","0.711604410582026","0.133634781176343","A","B"
"52","0","-1.27137257836117","0.851786579171399","0.254462755981905","A","B"
"53","0","0.892617045426451","1.67202842967416","1.43236669624879","B","B"
"54","0","0.0645494825602575","0.571893113318102","0.832894206082083","B","A"
"55","0","-3.26922683940651","0.681898664752523","0.442520094356575","B","B"
"56","0","-2.929693210434","0.286864360327776","0.9388729028277","B","B"
"57","0","0.253283998059638","1.03202505444714","0.371012944141613","A","B"
"58","0","0.273056611031106","0.453720023210568","1.69955153809658","B","B"
"59","0","-3.28733748862916","0.0106057612406357","0.694709776186234","B","A"
"60","0","3.30158529873343","0.890305404359636","0.431510303303861","A","A"
"61","0","0.959039823467854","1.44790817236341","1.13018065969837","B","B"
"62","0","-1.67375693419439","0.620086964547599","0.508514232435807","A","B"
"63","0","-3.52397419193847","0.422838980260803","0.52869796101795","B","B"
"64","0","-1.33676202357222","1.123685474518","0.36654147855755","B","B"
"65","0","-0.751013212091709","1.09281372978017","0.958044150203947","B","B"
"66","0","-3.88442549593654","0.0464173871032532","0.342398217899331","B","B"
"67","0","0.0148680874544902","0.354570374626284","0.643145918503245","B","B"
"68","0","-1.39093097121916","0.222606830458397","1.00570570167254","A","B"
"69","0","-1.59751447020356","0.480690434125634","0.787944327742792","B","B"
"70","0","-0.332968142772406","0.075312685110665","0.0629782485088133","A","A"
"71","0","-3.81857373910541","0.797680085409403","0.790724360838095","B","B"
"72","0","-2.55831157099857","0.534744282625165","0.200150533999498","B","B"
"73","0","1.61139612688317","0.421590141520646","1.30721120711056","B","A"
"74","0","1.43218345606893","1.71048329735752","0.291902775794785","A","B"
"75","0","1.52016402547491","1.24817274248191","0.488107461172094","B","B"
"76","0","-3.38724085964474","0.648315520197601","0.255263858963862","B","B"
"77","0","-2.62821893912553","0.0763866766393315","0.413851868570966","B","B"
"78","0","1.66729079871173","0.712616002034255","0.621398286962994","A","A"
"79","0","-5.4317949345933","0.0452393402118961","0.526495215910217","B","B"
"80","0","-0.0924139126093952","0.497980301849921","0.384877408509378","B","A"
"81","0","-7.40889069055332","0.674229467349962","0.0180001511569752","B","B"
"82","0","2.3943111351681","0.954362492701548","2.3683184564317","B","A"
"83","0","2.16189416571975","1.99542000749587","0.323400332488016","B","A"
"84","0","3.48658635392691","1.66487522839967","1.19049972069102","A","A"
"85","0","3.58021468777764","2.24780384536862","0.669113354091553","A","A"
"86","0","0.303015073883176","0.911161536512394","0.559722693627704","B","B"
"87","0","-0.29659746988127","0.282365944470516","2.74576288566837","B","A"
"88","0","4.65497641084041","1.68506268618747","0.893828126033635","A","A"
"89","0","2.58887880675137","2.56691908336573","0.209716065217059","A","A"
"90","0","-0.529752041012338","0.61598594971842","0.485212111266126","A","B"
"91","0","-5.36128771241297","0.0945191622036628","0.634138246008588","B","B"
"92","0","-0.451814499955036","0.148981626825515","1.11971411810093","B","A"
"93","0","-3.22267227456634","0.0399977649555499","0.622545114680345","B","A"
"94","0","-7.00607668241887","0.0437775008676365","0.538462021606101","B","B"
"95","0","0.991637579921564","0.171059951459363","1.6138132018686","A","A"
"96","0","4.38012158541917","1.49057417016764","0.802428776324778","A","A"
"97","0","0.0475612697419503","1.09965028851651","0.63215888331019","B","B"
"98","0","-4.498433706329","0.829962128111645","0.552528805495693","B","B"
"99","0","0.748435144569513","0.849689712723026","0.896555919144005","B","A"
"100","0","-0.774288554026377","1.28562336584994","0.0979171369778547","A","B"
"101","0","-1.92181697807858","0.292977480929423","0.343345770657565","A","B"
"102","0","-3.2119361584018","0.669302365663379","0.19830449481716","B","B"
"103","0","-1.80873297455722","0.890943164260987","0.962356465321597","B","B"
"104","0","1.03459950150187","0.851973402107838","0.680890553229111","B","A"
"105","0","3.62846859369612","0.99583670432715","1.05454927167257","A","A"
"106","0","1.98028351027788","0.428837029621844","0.852738870205201","B","A"
"107","0","-0.655972589001772","0.922124928176679","0.579395460924847","A","B"
"108","0","4.61214750387227","1.3910480539347","2.15646577521233","B","A"
"109","0","6.00999387247736","1.49189032995032","2.06925501766095","A","A"
"110","0","-2.37641458303915","0.349106010516394","0.584638016520671","B","B"
"111","0","-3.63002242459415","0.55696622429565","0.28889450644819","B","B"
"112","0","1.21749901778669","0.783323996891234","1.33992242546002","A","B"
"113","0","0.122137259181448","0.168738975054961","0.98430093443816","A","A"
"114","0","2.9440370406298","0.974985783342204","0.546814324048129","A","A"
"115","0","-1.16017269363204","0.548345729106754","1.08706186712967","B","B"
"116","0","-2.91103556349462","0.770602413445334","0.570104496005103","B","B"
"117","0","-1.24675198292344","0.431757508061941","0.70575875923497","A","B"
"118","0","0.336551590206254","0.0612916494967592","1.5379856679366","B","A"
"119","0","-0.884261795048969","0.647334787116843","0.631005579083408","B","B"
"120","0","-1.99592061339119","0.482861070673521","0.645778612627967","B","B"
"121","0","1.25642498105179","0.471923190924681","0.966076686258327","B","A"
"122","0","-1.31442092561926","0.219781907887795","0.109799196731637","A","B"
"123","0","-4.26995685905616","0.184869087809344","0.181139058367256","B","B"
"124","0","-1.17502335674207","0.536304892587668","0.191561947448635","B","B"
"125","0","6.8760161073862","2.02619011142985","1.08731511973022","A","A"
"126","0","1.8964216579649","0.769804685362874","1.08331229440908","B","A"
"127","0","3.27429458300406","1.43190725344164","0.748652990662523","A","B"
"128","0","2.3055094063409","0.248999994627556","1.46861918950945","A","A"
"129","0","-0.689563507691431","0.609184279359657","0.442709494436845","B","B"
"130","0","-0.38314975483652","1.87067893932279","1.03701693472065","B","B"
"131","0","0.252567359234303","0.873813214813371","1.02134496939099","A","B"
"132","0","0.107672826257206","0.747537695404332","0.980149791675831","A","B"
"133","0","0.836737429799762","0.725687329516418","0.588764774156042","A","B"
"134","0","-1.92818906107341","0.374537724871528","0.409349557889766","B","A"
"135","0","-3.40584563818562","0.695807190028308","0.172850830039634","B","A"
"136","0","-1.3556930792286","0.697908392324766","0.592311214075484","B","B"
